Gene	log10_ci_low	log10_ci_high	log10_map	group	group2	Ensembl_transcript_id
DAAM1	-1.59523833	-0.9489461	-1.2791054	Autosome	Autosome	ENST00000395125
DAAM2	-0.98150952	-0.06307146	-0.47814873	Autosome	Autosome	ENST00000398904
DAB1	-1.93540487	-0.92315943	-1.40701516	Autosome	Autosome	ENST00000371236
DAB2	-1.59256432	-0.52339806	-1.08103829	Autosome	Autosome	ENST00000320816
DAB2IP	-1.00404127	-0.0668198	-0.44109815	Autosome	Autosome	ENST00000259371
DACH1	-1.27367574	-0.09096749	-0.61083444	Autosome	Autosome	ENST00000305425
DACH2	-3.17468357	-0.32934257	-1.33256001	non-par X	X (Other non-PAR)	ENST00000373125
DACT1	-2.5350112	-0.88113152	-1.50871979	Autosome	Autosome	ENST00000335867
DACT3	-5.4515462	-0.34328411	-1.36436369	Autosome	Autosome	ENST00000391916
DAD1	-4.81807782	-0.00057915	-0.87491524	Autosome	Autosome	ENST00000250498
DAG1	-1.18237715	-0.08432723	-0.51769882	Autosome	Autosome	ENST00000545947
DAGLA	-1.23998624	-0.24531833	-0.76162143	Autosome	Autosome	ENST00000257215
DAGLB	-5.68423744	-1.47957417	-2.06615956	Autosome	Autosome	ENST00000297056
DAK	-6.15275793	-2.14618478	-3.31262585	Autosome	Autosome	ENST00000394900
DALRD3	-6.0098045	-1.7192788	-2.32421844	Autosome	Autosome	ENST00000341949
DAND5	-6.18663715	-1.94098351	-4.65918729	Autosome	Autosome	ENST00000317060
DAO	-6.17638844	-2.25189291	-3.9026146	Autosome	Autosome	ENST00000228476
DAOA	-6.09116629	-1.15366187	-1.84791466	Autosome	Autosome	ENST00000375936
DAP	-6.13522259	-1.45361627	-2.23215719	Autosome	Autosome	ENST00000230895
DAP3	-5.99210407	-1.71662061	-2.32314822	Autosome	Autosome	ENST00000368336
DAPK1	-1.4708003	-0.76607833	-1.13837411	Autosome	Autosome	ENST00000408954
DAPK2	-6.17273807	-2.16263474	-3.49456618	Autosome	Autosome	ENST00000261891
DAPK3	-5.20635856	-0.9614877	-1.65846213	Autosome	Autosome	ENST00000545797
DAPP1	-1.53052807	-0.09656757	-0.77310278	Autosome	Autosome	ENST00000512369
DARC	-6.04729511	-1.05551281	-1.7843441	Autosome	Autosome	ENST00000368121
DARS	-5.19894577	-1.23753544	-1.92595126	Autosome	Autosome	ENST00000264161
DARS2	-6.12704987	-2.20227425	-3.46785265	Autosome	Autosome	ENST00000361951
DAW1	-5.09859993	-1.11422698	-1.74032495	Autosome	Autosome	ENST00000309931
DAXX	-1.55859599	-0.49685636	-1.07953907	Autosome	Autosome	ENST00000374542
DAZAP1	-1.13253738	-0.07626916	-0.54372667	Autosome	Autosome	ENST00000233078
DAZAP2	-2.76230186	-0.00348332	-0.83574502	Autosome	Autosome	ENST00000549555
DAZL	-1.58953174	-0.33378504	-1.03050866	Autosome	Autosome	ENST00000250863
DBF4	-1.53918274	-0.4980159	-1.08395993	Autosome	Autosome	ENST00000265728
DBF4B	-6.18262632	-2.84205095	-4.16864388	Autosome	Autosome	ENST00000315005
DBH	-6.07183925	-2.17691496	-3.42049881	Autosome	Autosome	ENST00000393056
DBN1	-1.06336073	-0.07176823	-0.46359786	Autosome	Autosome	ENST00000292385
DBNDD1	-6.18222691	-2.14036174	-3.36681203	Autosome	Autosome	ENST00000304733
DBNDD2	-6.06922489	-1.66602429	-2.35282088	Autosome	Autosome	ENST00000372710
DBNL	-1.93732656	-0.78612421	-1.36593454	Autosome	Autosome	ENST00000468694
DBP	-2.86302481	-0.00032759	-0.84791302	Autosome	Autosome	ENST00000222122
DBR1	-5.97628002	-1.73163216	-2.34948158	Autosome	Autosome	ENST00000260803
DBT	-1.65513129	-0.54468088	-1.1285841	Autosome	Autosome	ENST00000370132
DBX1	-5.90855943	-1.13917685	-1.80822554	Autosome	Autosome	ENST00000227256
DBX2	-6.07854564	-1.59985471	-2.2125702	Autosome	Autosome	ENST00000332700
DCAF10	-1.42536982	-0.30685371	-0.86331267	Autosome	Autosome	ENST00000377724
DCAF11	-6.01283686	-2.26711914	-3.0911967	Autosome	Autosome	ENST00000446197
DCAF12	-2.04966024	-0.92237693	-1.43655491	Autosome	Autosome	ENST00000361264
DCAF12L1	-1.58935274	-0.03419507	-0.55671977	non-par X	X (Other non-PAR)	ENST00000371126
DCAF12L2	-2.79341642	-0.09798544	-1.12179094	non-par X	X (Other non-PAR)	ENST00000538699
DCAF13	-5.86025839	-1.73699538	-2.33211968	Autosome	Autosome	ENST00000297579
DCAF15	-1.42735346	-0.29929902	-0.91934411	Autosome	Autosome	ENST00000254337
DCAF16	-5.69176101	-0.67440187	-1.5324644	Autosome	Autosome	ENST00000382247
DCAF17	-6.10916943	-2.01294213	-3.42645751	Autosome	Autosome	ENST00000375255
DCAF4	-4.90839112	-1.28012249	-1.86089001	Autosome	Autosome	ENST00000358377
DCAF4L1	-1.92480622	-0.02418501	-0.82732067	Autosome	Autosome	ENST00000333141
DCAF5	-0.93815195	-0.05897175	-0.41038601	Autosome	Autosome	ENST00000341516
DCAF6	-2.00483638	-1.36902324	-1.63919304	Autosome	Autosome	ENST00000367840
DCAF7	-1.65382731	-0.06959753	-0.738274	Autosome	Autosome	ENST00000415273
DCAF8L2	-1.54760977	-0.03610224	-0.6231563	non-par X	X (Other non-PAR)	ENST00000451261
DCAKD	-6.04280346	-1.02032095	-1.75936084	Autosome	Autosome	ENST00000452796
DCBLD1	-4.69551072	-1.18459159	-1.84566454	Autosome	Autosome	ENST00000296955
DCBLD2	-1.75304587	-0.74754628	-1.2904285	Autosome	Autosome	ENST00000326840
DCC	-1.27578403	-0.62706888	-0.97511245	Autosome	Autosome	ENST00000442544
DCD	-6.17106434	-2.20599581	-4.19819372	Autosome	Autosome	ENST00000293371
DCDC1	-6.06942425	-1.83348445	-2.59084008	Autosome	Autosome	ENST00000452803
DCDC2	-6.07814726	-1.80507488	-2.5953285	Autosome	Autosome	ENST00000378454
DCDC2B	-6.12774006	-2.18561557	-3.44328013	Autosome	Autosome	ENST00000409358
DCHS1	-0.971479	-0.24362522	-0.60914131	Autosome	Autosome	ENST00000299441
DCHS2	-6.03342231	-2.3841431	-3.39307882	Autosome	Autosome	ENST00000357232
DCK	-2.0986508	-0.52462218	-1.29647731	Autosome	Autosome	ENST00000286648
DCLK1	-1.36632021	-0.42599167	-0.92990271	Autosome	Autosome	ENST00000255448
DCLK2	-1.44323822	-0.45534338	-0.98549723	Autosome	Autosome	ENST00000302176
DCLK3	-1.9382999	-0.56278493	-1.28267044	Autosome	Autosome	ENST00000416516
DCLRE1A	-6.04896697	-2.3826764	-3.33957038	Autosome	Autosome	ENST00000361384
DCLRE1B	-6.05162866	-1.80354872	-2.62871533	Autosome	Autosome	ENST00000369563
DCLRE1C	-5.42474473	-1.48035826	-2.04001208	Autosome	Autosome	ENST00000378278
DCN	-1.24053187	-0.08661209	-0.61711228	Autosome	Autosome	ENST00000052754
DCP1A	-1.43869382	-0.30442051	-0.88708265	Autosome	Autosome	ENST00000607628
DCP1B	-6.01404276	-1.75297334	-2.57040298	Autosome	Autosome	ENST00000280665
DCP2	-1.77339167	-0.75319399	-1.29825735	Autosome	Autosome	ENST00000389063
DCPS	-5.34797329	-0.97453902	-1.66721437	Autosome	Autosome	ENST00000263579
DCST1	-6.1155793	-2.18220978	-3.46076726	Autosome	Autosome	ENST00000295542
DCST2	-6.10671388	-2.13382191	-3.38981105	Autosome	Autosome	ENST00000368424
DCSTAMP	-5.8304704	-1.33631409	-1.91353384	Autosome	Autosome	ENST00000297581
DCT	-6.07827299	-2.15589037	-3.66132225	Autosome	Autosome	ENST00000446125
DCTD	-6.14182308	-1.69679017	-2.66765688	Autosome	Autosome	ENST00000357067
DCTN1	-1.80734653	-1.26973669	-1.52183767	Autosome	Autosome	ENST00000361874
DCTN2	-1.25418789	-0.09082014	-0.5781769	Autosome	Autosome	ENST00000434715
DCTN3	-6.15770766	-1.97203354	-3.5801379	Autosome	Autosome	ENST00000259632
DCTN4	-1.87684833	-0.98817646	-1.43105236	Autosome	Autosome	ENST00000446090
DCTN5	-5.73654938	-0.93213175	-1.66761147	Autosome	Autosome	ENST00000300087
DCTN6	-4.04463688	-0.43541283	-1.38970213	Autosome	Autosome	ENST00000221114
DCTPP1	-4.72036751	-0.00736681	-0.89693785	Autosome	Autosome	ENST00000319285
DCUN1D1	-1.32156129	-0.09672261	-0.65733207	Autosome	Autosome	ENST00000292782
DCUN1D2	-6.11034623	-1.74606074	-2.40971688	Autosome	Autosome	ENST00000478244
DCUN1D3	-1.47746025	-0.0932321	-0.72058367	Autosome	Autosome	ENST00000324344
DCUN1D4	-1.61839548	-0.33211555	-1.07087278	Autosome	Autosome	ENST00000334635
DCUN1D5	-1.49063413	-0.0915336	-0.71191399	Autosome	Autosome	ENST00000260247
DCX	-5.56353547	-1.17541211	-1.82781216	non-par X	X (Other non-PAR)	ENST00000338081
DCXR	-6.1537811	-2.31895519	-4.10138998	Autosome	Autosome	ENST00000306869
DDA1	-1.67800082	-0.06836549	-0.72359339	Autosome	Autosome	ENST00000359866
DDAH1	-5.75466405	-1.14235658	-1.76667068	Autosome	Autosome	ENST00000284031
DDAH2	-1.89499224	-0.32290403	-1.12697667	Autosome	Autosome	ENST00000375789
DDB1	-1.5318873	-0.81863255	-1.19617107	Autosome	Autosome	ENST00000301764
DDB2	-5.74630303	-1.51645103	-2.09538714	Autosome	Autosome	ENST00000256996
DDC	-6.11666921	-2.0629647	-3.32270277	Autosome	Autosome	ENST00000444124
DDHD1	-1.36955895	-0.42180023	-0.92607018	Autosome	Autosome	ENST00000323669
DDHD2	-2.43843912	-1.37056074	-1.73370094	Autosome	Autosome	ENST00000397166
DDI1	-6.12098235	-1.99651619	-2.88541951	Autosome	Autosome	ENST00000302259
DDI2	-1.14291464	-0.08070622	-0.55899165	Autosome	Autosome	ENST00000480945
DDIT3	-4.67544898	-0.00402206	-0.88841201	Autosome	Autosome	ENST00000551116
DDIT4	-3.86245096	-0.15921146	-1.22090472	Autosome	Autosome	ENST00000307365
DDIT4L	-6.14986798	-1.77849832	-3.3824812	Autosome	Autosome	ENST00000273990
DDN	-1.61741183	-0.34097523	-1.00807959	Autosome	Autosome	ENST00000421952
DDO	-6.17271979	-2.20836479	-3.57864081	Autosome	Autosome	ENST00000368924
DDOST	-3.45365349	-0.82190342	-1.56463879	Autosome	Autosome	ENST00000375048
DDR1	-2.98245299	-1.24793256	-1.78590584	Autosome	Autosome	ENST00000376575
DDR2	-1.56362419	-0.7603557	-1.20264255	Autosome	Autosome	ENST00000367922
DDRGK1	-2.10745359	-0.7981059	-1.38737586	Autosome	Autosome	ENST00000354488
DDT	-6.22188068	-0.38092609	-1.68517137	Autosome	Autosome	ENST00000398344
DDTL	-6.19999506	-0.35945786	-1.65638135	Autosome	Autosome	ENST00000215770
DDX1	-1.85502166	-1.03501471	-1.43808576	Autosome	Autosome	ENST00000381341
DDX10	-6.05752422	-2.06173581	-2.99088378	Autosome	Autosome	ENST00000322536
DDX11	-5.92300484	-1.97334278	-2.78352987	Autosome	Autosome	ENST00000407793
DDX17	-0.9774905	-0.06379402	-0.46091393	Autosome	Autosome	ENST00000396821
DDX18	-4.23050887	-1.0990388	-1.79048337	Autosome	Autosome	ENST00000263239
DDX19A	-1.37191798	-0.2820459	-0.80956827	Autosome	Autosome	ENST00000302243
DDX19B	-3.8984236	-1.09726887	-1.69985111	Autosome	Autosome	ENST00000288071
DDX20	-6.165442	-2.25216066	-3.66458345	Autosome	Autosome	ENST00000369702
DDX21	-1.35195161	-0.40890767	-0.89674062	Autosome	Autosome	ENST00000354185
DDX23	-1.75286203	-1.19073359	-1.46005869	Autosome	Autosome	ENST00000308025
DDX24	-1.53756336	-0.6457133	-1.13015252	Autosome	Autosome	ENST00000330836
DDX25	-6.14502283	-2.25306582	-3.31926394	Autosome	Autosome	ENST00000263576
DDX26B	-1.39761917	-0.37555169	-0.95516018	non-par X	X (Other non-PAR)	ENST00000370752
DDX27	-6.10465187	-2.17954152	-3.45687028	Autosome	Autosome	ENST00000371764
DDX28	-5.95767686	-1.48618019	-2.04511727	Autosome	Autosome	ENST00000332395
DDX31	-4.87271973	-1.30075664	-1.97855782	Autosome	Autosome	ENST00000372159
DDX39A	-1.61506728	-0.33764352	-1.00883227	Autosome	Autosome	ENST00000242776
DDX39B	-6.17261553	-2.20989611	-3.52368899	Autosome	Autosome	ENST00000396172
DDX3X	-1.07312231	-0.05621356	-0.33169825	non-par X	X (Y-homolog, non-PAR)	ENST00000399959
DDX4	-2.11715438	-1.32513124	-1.64248298	Autosome	Autosome	ENST00000505374
DDX41	-5.82821358	-1.68942334	-2.29400455	Autosome	Autosome	ENST00000507955
DDX42	-1.11388595	-0.20417844	-0.64767437	Autosome	Autosome	ENST00000578681
DDX43	-6.03754141	-1.96759102	-2.81954219	Autosome	Autosome	ENST00000370336
DDX46	-1.1371451	-0.31304706	-0.73078122	Autosome	Autosome	ENST00000354283
DDX47	-6.06605386	-2.02612632	-2.85464141	Autosome	Autosome	ENST00000358007
DDX49	-6.0525104	-1.94330551	-2.76576839	Autosome	Autosome	ENST00000247003
DDX5	-1.1619005	-0.08500788	-0.53249493	Autosome	Autosome	ENST00000225792
DDX50	-2.23967238	-1.39046998	-1.69790529	Autosome	Autosome	ENST00000373585
DDX51	-5.97451349	-2.0368783	-3.12061306	Autosome	Autosome	ENST00000397333
DDX52	-6.00330675	-2.05257052	-3.23149853	Autosome	Autosome	ENST00000349699
DDX53	-5.43078874	-0.01582742	-0.8103288	non-par X	X (Other non-PAR)	ENST00000327968
DDX54	-3.44920522	-1.30861628	-1.8753319	Autosome	Autosome	ENST00000314045
DDX55	-6.17353398	-2.17481683	-3.88254386	Autosome	Autosome	ENST00000238146
DDX56	-5.98781735	-1.76687371	-2.56301917	Autosome	Autosome	ENST00000258772
DDX58	-6.09345669	-2.17101295	-3.18093961	Autosome	Autosome	ENST00000379883
DDX59	-6.17220439	-2.25286093	-3.67613832	Autosome	Autosome	ENST00000331314
DDX6	-1.125841	-0.07802612	-0.50015871	Autosome	Autosome	ENST00000264018
DDX60	-5.11322039	-1.70660849	-2.60702023	Autosome	Autosome	ENST00000393743
DDX60L	-5.80611174	-2.05313972	-2.99113691	Autosome	Autosome	ENST00000260184
DEAF1	-5.41709212	-1.32637862	-1.91014391	Autosome	Autosome	ENST00000382409
DEC1	-6.12993093	-1.23343807	-2.26274676	Autosome	Autosome	ENST00000374016
DECR1	-6.22486779	-2.35693019	-3.66953917	Autosome	Autosome	ENST00000220764
DECR2	-6.19866121	-2.27756076	-3.65320605	Autosome	Autosome	ENST00000219481
DEDD	-1.28312634	-0.08759995	-0.63772436	Autosome	Autosome	ENST00000368006
DEDD2	-4.93879944	-0.49083414	-1.43265547	Autosome	Autosome	ENST00000595337
DEF6	-1.30756207	-0.26577105	-0.80329089	Autosome	Autosome	ENST00000316637
DEF8	-1.82891544	-0.88826689	-1.36181572	Autosome	Autosome	ENST00000268676
DEFA3	-6.18218619	-0.34464241	-1.29723195	Autosome	Autosome	ENST00000327857
DEFA5	-6.19596136	-1.90054464	-4.30015209	Autosome	Autosome	ENST00000330590
DEFB1	-6.17892286	-0.33056314	-1.27976501	Autosome	Autosome	ENST00000297439
DEFB104A	-6.18502155	-0.34537094	-1.29491955	Autosome	Autosome	ENST00000314265
DEFB105B	-6.25857623	-0.42734726	-3.63216072	Autosome	Autosome	ENST00000335510
DEFB106B	-6.21594254	-0.3637499	-1.38828726	Autosome	Autosome	ENST00000335479
DEFB110	-6.14647035	-0.29054935	-1.17617194	Autosome	Autosome	ENST00000371148
DEFB112	-6.13898858	-0.26431222	-1.18305365	Autosome	Autosome	ENST00000322246
DEFB113	-6.19384403	-0.3241184	-1.23307854	Autosome	Autosome	ENST00000398718
DEFB114	-6.1788945	-0.3385295	-1.27892726	Autosome	Autosome	ENST00000322066
DEFB115	-6.19001148	-1.23273466	-4.76119849	Autosome	Autosome	ENST00000400552
DEFB116	-6.18800927	-1.54768869	-2.72851492	Autosome	Autosome	ENST00000400549
DEFB118	-6.16980737	-0.313086	-1.261866	Autosome	Autosome	ENST00000253381
DEFB119	-6.17692497	-0.31806808	-1.2256829	Autosome	Autosome	ENST00000376315
DEFB121	-6.17583664	-0.31802311	-1.26662514	Autosome	Autosome	ENST00000376314
DEFB123	-6.16047107	-0.31469252	-1.20642145	Autosome	Autosome	ENST00000376309
DEFB124	-6.14666101	-0.29612619	-1.19733753	Autosome	Autosome	ENST00000317676
DEFB125	-6.20963925	-1.24005406	-2.80625163	Autosome	Autosome	ENST00000382410
DEFB126	-6.17116489	-0.32259615	-1.24094212	Autosome	Autosome	ENST00000382398
DEFB127	-6.16424503	-0.33033317	-1.25876683	Autosome	Autosome	ENST00000382388
DEFB128	-6.16848817	-0.33319841	-1.28781954	Autosome	Autosome	ENST00000334391
DEFB132	-6.17469888	-1.25578151	-4.12796202	Autosome	Autosome	ENST00000382376
DEFB133	-5.99172955	-0.53496126	-4.25821859	Autosome	Autosome	ENST00000398721
DEFB134	-6.19218087	-1.22282937	-2.01207087	Autosome	Autosome	ENST00000526438
DEFB136	-6.17350492	-0.31875835	-1.24951293	Autosome	Autosome	ENST00000382209
DEFB4B	-6.23086791	-0.39666687	-1.77190493	Autosome	Autosome	ENST00000318157
DEGS1	-1.76263754	-0.04911777	-0.81860369	Autosome	Autosome	ENST00000323699
DEGS2	-5.57497105	-0.23765123	-1.27820674	Autosome	Autosome	ENST00000305631
DEK	-4.3836812	-0.69312236	-1.50767464	Autosome	Autosome	ENST00000397239
DENND1A	-1.20567182	-0.23275807	-0.71160525	Autosome	Autosome	ENST00000373624
DENND1B	-1.24760844	-0.09101513	-0.55227829	Autosome	Autosome	ENST00000367396
DENND1C	-6.07826693	-2.03747319	-3.1881628	Autosome	Autosome	ENST00000381480
DENND2A	-1.81265988	-1.10457073	-1.45165889	Autosome	Autosome	ENST00000275884
DENND2C	-2.64916304	-1.38068134	-1.82289425	Autosome	Autosome	ENST00000393274
DENND2D	-6.09635572	-2.26063599	-3.2655336	Autosome	Autosome	ENST00000357640
DENND3	-2.1913028	-1.40465944	-1.69006978	Autosome	Autosome	ENST00000262585
DENND4A	-1.53594356	-0.91143377	-1.2471261	Autosome	Autosome	ENST00000443035
DENND4B	-1.09056534	-0.19581553	-0.60342669	Autosome	Autosome	ENST00000361217
DENND4C	-2.20264126	-1.44408858	-1.743671	Autosome	Autosome	ENST00000602925
DENND5A	-1.72274686	-1.12975136	-1.40844949	Autosome	Autosome	ENST00000328194
DENND5B	-1.12232889	-0.20590134	-0.69828302	Autosome	Autosome	ENST00000389082
DENND6A	-1.91096164	-1.14848105	-1.50796105	Autosome	Autosome	ENST00000311128
DENND6B	-5.90404958	-1.67887547	-2.26173818	Autosome	Autosome	ENST00000413817
DENR	-1.70406531	-0.06356599	-0.77485711	Autosome	Autosome	ENST00000280557
DEPDC1	-4.71963305	-1.24355923	-1.91992244	Autosome	Autosome	ENST00000456315
DEPDC1B	-6.03775691	-1.88370094	-2.66065372	Autosome	Autosome	ENST00000265036
DEPDC4	-6.1678868	-2.32895845	-4.17422485	Autosome	Autosome	ENST00000416321
DEPDC5	-1.51639945	-1.02816051	-1.27510903	Autosome	Autosome	ENST00000382112
DEPDC7	-6.18746944	-2.30858306	-3.51059538	Autosome	Autosome	ENST00000241051
DEPTOR	-5.83300215	-1.38945014	-1.96248452	Autosome	Autosome	ENST00000286234
DERA	-6.13274086	-1.93776835	-3.05321841	Autosome	Autosome	ENST00000428559
DERL1	-1.98356866	-0.77489152	-1.37315294	Autosome	Autosome	ENST00000259512
DERL2	-1.31192043	-0.09157649	-0.63723472	Autosome	Autosome	ENST00000158771
DERL3	-6.15085901	-1.86065219	-2.72645071	Autosome	Autosome	ENST00000406855
DES	-3.83521884	-1.109178	-1.71109578	Autosome	Autosome	ENST00000373960
DESI1	-6.21465065	-2.29687707	-3.71500281	Autosome	Autosome	ENST00000263256
DESI2	-4.36294505	-0.19333923	-1.25448373	Autosome	Autosome	ENST00000302550
DET1	-1.84882092	-0.77799152	-1.33802957	Autosome	Autosome	ENST00000564406
DEXI	-6.18263779	-0.31692996	-1.20571794	Autosome	Autosome	ENST00000331808
DFFA	-1.63134264	-0.07529798	-0.74110555	Autosome	Autosome	ENST00000377038
DFFB	-6.17343906	-2.1501958	-3.45999803	Autosome	Autosome	ENST00000378209
DFNA5	-6.16075161	-2.3153484	-3.94760444	Autosome	Autosome	ENST00000342947
DFNB31	-4.80114801	-1.24035302	-1.81867239	Autosome	Autosome	ENST00000362057
DFNB59	-6.13512908	-2.13164369	-3.67714874	Autosome	Autosome	ENST00000409117
DGAT1	-6.2015149	-2.31700114	-3.72346302	Autosome	Autosome	ENST00000332324
DGAT2	-6.04913245	-2.06846756	-3.18458778	Autosome	Autosome	ENST00000228027
DGAT2L6	-5.92680091	-1.94532182	-2.79393506	non-par X	X (Other non-PAR)	ENST00000333026
DGCR14	-5.740622	-1.38874331	-1.96312183	Autosome	Autosome	ENST00000252137
DGCR2	-5.99529562	-1.6625877	-2.25433713	Autosome	Autosome	ENST00000263196
DGCR6	-6.2090406	-2.2755219	-3.85787202	Autosome	Autosome	ENST00000331444
DGCR6L	-6.13877511	-1.89173852	-2.95292094	Autosome	Autosome	ENST00000248879
DGCR8	-1.26352796	-0.25207786	-0.78062122	Autosome	Autosome	ENST00000351989
DGKA	-6.09282865	-2.12274328	-3.21655746	Autosome	Autosome	ENST00000331886
DGKB	-1.52984795	-0.64689174	-1.13817589	Autosome	Autosome	ENST00000403951
DGKD	-1.65699733	-1.05825585	-1.37589281	Autosome	Autosome	ENST00000264057
DGKE	-6.07913852	-1.95957599	-3.05629812	Autosome	Autosome	ENST00000284061
DGKG	-5.76284228	-1.64671928	-2.23039724	Autosome	Autosome	ENST00000265022
DGKH	-1.95280323	-1.33609117	-1.60742705	Autosome	Autosome	ENST00000337343
DGKI	-1.69323191	-1.08092262	-1.38748748	Autosome	Autosome	ENST00000288490
DGKQ	-5.30787686	-1.37285335	-2.0620967	Autosome	Autosome	ENST00000273814
DGKZ	-1.54219467	-0.91407285	-1.25179103	Autosome	Autosome	ENST00000454345
DGUOK	-6.04723497	-1.701	-2.47675818	Autosome	Autosome	ENST00000264093
DHCR24	-1.83317967	-0.88828239	-1.35015698	Autosome	Autosome	ENST00000371269
DHCR7	-6.22722695	-2.82277987	-4.77576424	Autosome	Autosome	ENST00000355527
DHDDS	-1.66984178	-0.53803026	-1.12252574	Autosome	Autosome	ENST00000360009
DHDH	-6.29503694	-3.55211919	-5.60955337	Autosome	Autosome	ENST00000221403
DHFR	-1.73358566	-0.05906674	-0.80928128	Autosome	Autosome	ENST00000439211
DHFRL1	-5.5505503	-0.03408288	-0.95851822	Autosome	Autosome	ENST00000394221
DHH	-1.59584291	-0.08319083	-0.79450625	Autosome	Autosome	ENST00000266991
DHODH	-5.99235425	-1.63620256	-2.23866181	Autosome	Autosome	ENST00000219240
DHPS	-6.07468382	-2.10755712	-3.12736634	Autosome	Autosome	ENST00000210060
DHRS1	-6.1416825	-2.05658696	-3.09136579	Autosome	Autosome	ENST00000288111
DHRS11	-5.40245457	-0.82678971	-1.5852783	Autosome	Autosome	ENST00000251312
DHRS12	-6.07224856	-1.85330617	-2.58968326	Autosome	Autosome	ENST00000444610
DHRS13	-1.7521997	-0.05738936	-0.74650205	Autosome	Autosome	ENST00000378895
DHRS2	-6.17199967	-2.26478689	-3.99737922	Autosome	Autosome	ENST00000344777
DHRS3	-5.75091824	-0.70854296	-1.55718537	Autosome	Autosome	ENST00000376223
DHRS4	-6.17578263	-2.33218074	-4.02639999	Autosome	Autosome	ENST00000313250
DHRS7	-6.10386824	-2.05225647	-4.22817125	Autosome	Autosome	ENST00000216500
DHRS7B	-6.05884886	-1.70831494	-2.57098945	Autosome	Autosome	ENST00000395511
DHRS7C	-6.08455436	-1.94735053	-2.89240707	Autosome	Autosome	ENST00000330255
DHRS9	-6.07150793	-2.28284871	-3.73715107	Autosome	Autosome	ENST00000327239
DHRSX	-6.17360287	-2.14411225	-3.45639847	X (PAR)	X (PAR)	ENST00000334651
DHTKD1	-5.99713622	-2.01213214	-3.20802675	Autosome	Autosome	ENST00000263035
DHX15	-0.88971055	-0.05527997	-0.42555068	Autosome	Autosome	ENST00000336812
DHX16	-2.14918543	-1.4564683	-1.74457434	Autosome	Autosome	ENST00000376442
DHX29	-2.08298965	-1.39912149	-1.67326011	Autosome	Autosome	ENST00000251636
DHX30	-0.88603555	-0.05224776	-0.42902023	Autosome	Autosome	ENST00000445061
DHX32	-5.99058228	-1.86002378	-2.48091635	Autosome	Autosome	ENST00000284690
DHX33	-5.81316996	-1.57456176	-2.27171871	Autosome	Autosome	ENST00000225296
DHX34	-4.22609045	-1.32567572	-1.95457191	Autosome	Autosome	ENST00000328771
DHX35	-6.05440606	-2.11416597	-3.1568693	Autosome	Autosome	ENST00000252011
DHX36	-1.57788748	-0.9394961	-1.27460629	Autosome	Autosome	ENST00000496811
DHX37	-1.80703271	-1.14092852	-1.44855206	Autosome	Autosome	ENST00000308736
